L1,L2,L3,Count of JOB
main_0,sub_0_10,deep_0_10_10,12
main_0,sub_0_10,deep_0_10_11,14
main_0,sub_0_10,deep_0_10_12,14
main_0,sub_0_10,deep_0_10_13,10
main_0,sub_0_10,deep_0_10_14,16
main_0,sub_0_10,deep_0_10_15,10
main_0,sub_0_10,deep_0_10_16,12
main_0,sub_0_10,deep_0_10_17,14
main_0,sub_0_10,deep_0_10_18,16
main_0,sub_0_10,deep_0_10_19,12
main_0,sub_0_10,deep_0_10_2,18
main_0,sub_0_10,deep_0_10_20,6
main_0,sub_0_10,deep_0_10_21,14
main_0,sub_0_10,deep_0_10_22,8
main_0,sub_0_10,deep_0_10_23,4
main_0,sub_0_10,deep_0_10_24,2
main_0,sub_0_10,deep_0_10_25,8
main_0,sub_0_10,deep_0_10_26,4
main_0,sub_0_10,deep_0_10_27,12
main_0,sub_0_10,deep_0_10_28,4
main_0,sub_0_10,deep_0_10_29,12
main_0,sub_0_10,deep_0_10_3,18
main_0,sub_0_10,deep_0_10_30,8
main_0,sub_0_10,deep_0_10_31,12
main_0,sub_0_10,deep_0_10_32,14
main_0,sub_0_10,deep_0_10_33,2
main_0,sub_0_10,deep_0_10_34,14
main_0,sub_0_10,deep_0_10_35,18
main_0,sub_0_10,deep_0_10_36,8
main_0,sub_0_10,deep_0_10_37,2
main_0,sub_0_10,deep_0_10_38,16
main_0,sub_0_10,deep_0_10_39,2
main_0,sub_0_10,deep_0_10_4,4
main_0,sub_0_10,deep_0_10_40,10
main_0,sub_0_10,deep_0_10_41,12
main_0,sub_0_10,deep_0_10_42,18
main_0,sub_0_10,deep_0_10_43,6
main_0,sub_0_10,deep_0_10_44,14
main_0,sub_0_10,deep_0_10_45,10
main_0,sub_0_10,deep_0_10_46,12
main_0,sub_0_10,deep_0_10_47,10
main_0,sub_0_10,deep_0_10_48,6
main_0,sub_0_10,deep_0_10_49,16
main_0,sub_0_10,deep_0_10_5,12
main_0,sub_0_10,deep_0_10_6,14
main_0,sub_0_10,deep_0_10_7,16
main_0,sub_0_10,deep_0_10_8,2
main_0,sub_0_10,deep_0_10_9,12
main_0,sub_0_11,deep_0_11_0,10
main_0,sub_0_11,deep_0_11_1,16
main_0,sub_0_11,deep_0_11_10,12
main_0,sub_0_11,deep_0_11_11,6
main_0,sub_0_11,deep_0_11_12,8
main_0,sub_0_11,deep_0_11_13,4
main_0,sub_0_11,deep_0_11_14,8
main_0,sub_0_11,deep_0_11_15,10
main_0,sub_0_11,deep_0_11_16,4
main_0,sub_0_11,deep_0_11_17,6
main_0,sub_0_11,deep_0_11_18,12
main_0,sub_0_11,deep_0_11_19,18
main_0,sub_0_11,deep_0_11_2,14
main_0,sub_0_11,deep_0_11_20,10
main_0,sub_0_11,deep_0_11_21,12
main_0,sub_0_11,deep_0_11_22,14
main_0,sub_0_11,deep_0_11_23,16
main_0,sub_0_11,deep_0_11_24,10
main_0,sub_0_11,deep_0_11_25,8
main_0,sub_0_11,deep_0_11_26,4
main_0,sub_0_11,deep_0_11_27,2
main_0,sub_0_11,deep_0_11_28,4
main_0,sub_0_11,deep_0_11_29,4
main_0,sub_0_11,deep_0_11_3,12
main_0,sub_0_11,deep_0_11_30,14
main_0,sub_0_11,deep_0_11_31,2
main_0,sub_0_11,deep_0_11_32,4
main_0,sub_0_11,deep_0_11_33,18
main_0,sub_0_11,deep_0_11_34,12
main_0,sub_0_11,deep_0_11_35,16
main_0,sub_0_11,deep_0_11_36,12
main_0,sub_0_11,deep_0_11_37,4
main_0,sub_0_11,deep_0_11_38,18
main_0,sub_0_11,deep_0_11_39,14
main_0,sub_0_11,deep_0_11_4,2
main_0,sub_0_11,deep_0_11_40,2
main_0,sub_0_11,deep_0_11_41,14
main_0,sub_0_11,deep_0_11_42,2
main_0,sub_0_11,deep_0_11_43,2
main_0,sub_0_11,deep_0_11_44,2
main_0,sub_0_11,deep_0_11_45,10
main_0,sub_0_11,deep_0_11_46,16
main_0,sub_0_11,deep_0_11_47,2
main_0,sub_0_11,deep_0_11_48,16
main_0,sub_0_11,deep_0_11_49,2
main_0,sub_0_11,deep_0_11_5,14
main_0,sub_0_11,deep_0_11_6,14
main_0,sub_0_11,deep_0_11_7,4
main_0,sub_0_11,deep_0_11_8,6
main_0,sub_0_11,deep_0_11_9,12
main_0,sub_0_12,deep_0_12_0,8
main_0,sub_0_12,deep_0_12_1,6
main_0,sub_0_12,deep_0_12_10,18
main_0,sub_0_12,deep_0_12_11,12
main_0,sub_0_12,deep_0_12_12,6
main_0,sub_0_12,deep_0_12_13,8
main_0,sub_0_12,deep_0_12_14,2
main_0,sub_0_12,deep_0_12_15,4
main_0,sub_0_12,deep_0_12_16,6
main_0,sub_0_12,deep_0_12_17,10
main_0,sub_0_12,deep_0_12_18,18
main_0,sub_0_12,deep_0_12_19,10
main_0,sub_0_12,deep_0_12_2,18
main_0,sub_0_12,deep_0_12_20,10
main_0,sub_0_12,deep_0_12_21,8
main_0,sub_0_12,deep_0_12_22,18
main_0,sub_0_12,deep_0_12_23,8
main_0,sub_0_12,deep_0_12_24,16
main_0,sub_0_12,deep_0_12_25,18
main_0,sub_0_12,deep_0_12_26,18
main_0,sub_0_12,deep_0_12_27,4
main_0,sub_0_12,deep_0_12_28,8
main_0,sub_0_12,deep_0_12_29,10
main_0,sub_0_12,deep_0_12_3,12
main_0,sub_0_12,deep_0_12_30,4
main_0,sub_0_12,deep_0_12_31,6
main_0,sub_0_12,deep_0_12_32,6
main_0,sub_0_12,deep_0_12_33,2
main_0,sub_0_12,deep_0_12_34,6
main_0,sub_0_12,deep_0_12_35,6
main_0,sub_0_12,deep_0_12_36,8
main_0,sub_0_12,deep_0_12_37,2
main_0,sub_0_12,deep_0_12_38,10
main_0,sub_0_12,deep_0_12_39,10
main_0,sub_0_12,deep_0_12_4,12
main_0,sub_0_12,deep_0_12_40,6
main_0,sub_0_12,deep_0_12_41,6
main_0,sub_0_12,deep_0_12_42,6
main_0,sub_0_12,deep_0_12_43,8
main_0,sub_0_12,deep_0_12_44,10
main_0,sub_0_12,deep_0_12_45,10
main_0,sub_0_12,deep_0_12_46,6
main_0,sub_0_12,deep_0_12_47,2
main_0,sub_0_12,deep_0_12_48,2
main_0,sub_0_12,deep_0_12_49,12
main_0,sub_0_12,deep_0_12_5,2
main_0,sub_0_12,deep_0_12_6,16
main_0,sub_0_12,deep_0_12_7,4
main_0,sub_0_12,deep_0_12_8,6
main_0,sub_0_12,deep_0_12_9,4
main_0,sub_0_13,deep_0_13_0,8
main_0,sub_0_13,deep_0_13_1,6
main_0,sub_0_13,deep_0_13_10,16
main_0,sub_0_13,deep_0_13_11,10
main_0,sub_0_13,deep_0_13_12,16
main_0,sub_0_13,deep_0_13_13,10
main_0,sub_0_13,deep_0_13_14,8
main_0,sub_0_13,deep_0_13_15,4
main_0,sub_0_13,deep_0_13_16,6
main_0,sub_0_13,deep_0_13_17,8
main_0,sub_0_13,deep_0_13_18,2
main_0,sub_0_13,deep_0_13_19,6
main_0,sub_0_13,deep_0_13_2,18
main_0,sub_0_13,deep_0_13_20,16
main_0,sub_0_13,deep_0_13_21,18
main_0,sub_0_13,deep_0_13_22,6
main_0,sub_0_13,deep_0_13_23,4
main_0,sub_0_13,deep_0_13_24,4
main_0,sub_0_13,deep_0_13_25,6
main_0,sub_0_13,deep_0_13_26,6
main_0,sub_0_13,deep_0_13_27,12
main_0,sub_0_13,deep_0_13_28,16
main_0,sub_0_13,deep_0_13_29,12
main_0,sub_0_13,deep_0_13_3,4
main_0,sub_0_13,deep_0_13_30,16
main_0,sub_0_13,deep_0_13_31,8
main_0,sub_0_13,deep_0_13_32,4
main_0,sub_0_13,deep_0_13_33,6
main_0,sub_0_13,deep_0_13_34,2
main_0,sub_0_13,deep_0_13_35,12
main_0,sub_0_13,deep_0_13_36,14
main_0,sub_0_13,deep_0_13_37,2
main_0,sub_0_13,deep_0_13_38,2
main_0,sub_0_13,deep_0_13_39,4
main_0,sub_0_13,deep_0_13_4,10
main_0,sub_0_13,deep_0_13_40,6
main_0,sub_0_13,deep_0_13_41,10
main_0,sub_0_13,deep_0_13_42,6
main_0,sub_0_13,deep_0_13_43,10
main_0,sub_0_13,deep_0_13_44,14
main_0,sub_0_13,deep_0_13_45,14
main_0,sub_0_13,deep_0_13_46,2
main_0,sub_0_13,deep_0_13_47,14
main_0,sub_0_13,deep_0_13_48,8
main_0,sub_0_13,deep_0_13_49,2
main_0,sub_0_13,deep_0_13_5,6
main_0,sub_0_13,deep_0_13_6,6
main_0,sub_0_13,deep_0_13_7,8
main_0,sub_0_13,deep_0_13_8,8
main_0,sub_0_13,deep_0_13_9,2
main_0,sub_0_14,deep_0_14_0,16
main_0,sub_0_14,deep_0_14_1,8
main_0,sub_0_14,deep_0_14_10,14
main_0,sub_0_14,deep_0_14_11,6
main_0,sub_0_14,deep_0_14_12,4
main_0,sub_0_14,deep_0_14_13,6
main_0,sub_0_14,deep_0_14_14,4
main_0,sub_0_14,deep_0_14_15,4
main_0,sub_0_14,deep_0_14_16,2
main_0,sub_0_14,deep_0_14_17,2
main_0,sub_0_14,deep_0_14_18,2
main_0,sub_0_14,deep_0_14_19,16
main_0,sub_0_14,deep_0_14_2,2
main_0,sub_0_14,deep_0_14_20,16
main_0,sub_0_14,deep_0_14_21,2
main_0,sub_0_14,deep_0_14_22,8
main_0,sub_0_14,deep_0_14_23,12
main_0,sub_0_14,deep_0_14_24,6
main_0,sub_0_14,deep_0_14_25,12
main_0,sub_0_14,deep_0_14_26,12
main_0,sub_0_14,deep_0_14_27,2
main_0,sub_0_14,deep_0_14_28,6
main_0,sub_0_14,deep_0_14_29,8
main_0,sub_0_14,deep_0_14_3,8
main_0,sub_0_14,deep_0_14_30,2
main_0,sub_0_14,deep_0_14_31,8
main_0,sub_0_14,deep_0_14_32,14
main_0,sub_0_14,deep_0_14_33,8
main_0,sub_0_14,deep_0_14_34,12
main_0,sub_0_14,deep_0_14_35,14
main_0,sub_0_14,deep_0_14_36,12
main_0,sub_0_14,deep_0_14_37,6
main_0,sub_0_14,deep_0_14_38,12
main_0,sub_0_14,deep_0_14_39,6
main_0,sub_0_14,deep_0_14_4,2
main_0,sub_0_14,deep_0_14_40,6
main_0,sub_0_14,deep_0_14_41,12
main_0,sub_0_14,deep_0_14_42,16
main_0,sub_0_14,deep_0_14_43,2
main_0,sub_0_14,deep_0_14_44,12
main_0,sub_0_14,deep_0_14_45,12
main_0,sub_0_14,deep_0_14_46,4
main_0,sub_0_14,deep_0_14_47,14
main_0,sub_0_14,deep_0_14_48,4
main_0,sub_0_14,deep_0_14_49,18
main_0,sub_0_14,deep_0_14_5,14
main_0,sub_0_14,deep_0_14_6,6
main_0,sub_0_14,deep_0_14_7,6
main_0,sub_0_14,deep_0_14_8,16
main_0,sub_0_14,deep_0_14_9,4
main_0,sub_0_15,deep_0_15_0,14
main_0,sub_0_15,deep_0_15_1,4
main_0,sub_0_15,deep_0_15_10,16
main_0,sub_0_15,deep_0_15_11,4
main_0,sub_0_15,deep_0_15_12,14
main_0,sub_0_15,deep_0_15_13,10
main_0,sub_0_15,deep_0_15_14,10
main_0,sub_0_15,deep_0_15_15,8
main_0,sub_0_15,deep_0_15_16,10
main_0,sub_0_15,deep_0_15_17,4
main_0,sub_0_15,deep_0_15_18,8
main_0,sub_0_15,deep_0_15_19,16
main_0,sub_0_15,deep_0_15_2,18
main_0,sub_0_15,deep_0_15_20,2
main_0,sub_0_15,deep_0_15_21,16
main_0,sub_0_15,deep_0_15_22,4
main_0,sub_0_15,deep_0_15_23,18
main_0,sub_0_15,deep_0_15_24,6
main_0,sub_0_15,deep_0_15_25,8
main_0,sub_0_15,deep_0_15_26,18
main_0,sub_0_15,deep_0_15_27,10
main_0,sub_0_15,deep_0_15_28,16
main_0,sub_0_15,deep_0_15_29,12
main_0,sub_0_15,deep_0_15_3,12
main_0,sub_0_15,deep_0_15_30,18
main_0,sub_0_15,deep_0_15_31,12
main_0,sub_0_15,deep_0_15_32,14
main_0,sub_0_15,deep_0_15_33,8
main_0,sub_0_15,deep_0_15_34,18
main_0,sub_0_15,deep_0_15_35,10
main_0,sub_0_15,deep_0_15_36,12
main_0,sub_0_15,deep_0_15_37,2
main_0,sub_0_15,deep_0_15_38,8
main_0,sub_0_15,deep_0_15_39,8
main_0,sub_0_15,deep_0_15_4,14
main_0,sub_0_15,deep_0_15_40,6
main_0,sub_0_15,deep_0_15_41,8
main_0,sub_0_15,deep_0_15_42,14
main_0,sub_0_15,deep_0_15_43,2
main_0,sub_0_15,deep_0_15_44,18
main_0,sub_0_15,deep_0_15_45,16
main_0,sub_0_15,deep_0_15_46,10
main_0,sub_0_15,deep_0_15_47,14
main_0,sub_0_15,deep_0_15_48,16
main_0,sub_0_15,deep_0_15_49,14
main_0,sub_0_15,deep_0_15_5,4
main_0,sub_0_15,deep_0_15_6,2
main_0,sub_0_15,deep_0_15_7,8
main_0,sub_0_15,deep_0_15_8,6
main_0,sub_0_15,deep_0_15_9,16
main_0,sub_0_16,deep_0_16_0,8
main_0,sub_0_16,deep_0_16_1,14
main_0,sub_0_16,deep_0_16_10,16
main_0,sub_0_16,deep_0_16_11,18
main_0,sub_0_16,deep_0_16_12,14
main_0,sub_0_16,deep_0_16_13,18
main_0,sub_0_16,deep_0_16_14,14
main_0,sub_0_16,deep_0_16_15,16
main_0,sub_0_16,deep_0_16_16,2
main_0,sub_0_16,deep_0_16_17,10
main_0,sub_0_16,deep_0_16_18,2
main_0,sub_0_16,deep_0_16_19,2
main_0,sub_0_16,deep_0_16_2,14
main_0,sub_0_16,deep_0_16_20,2
main_0,sub_0_16,deep_0_16_21,6
main_0,sub_0_16,deep_0_16_22,4
main_0,sub_0_16,deep_0_16_23,2
main_0,sub_0_16,deep_0_16_24,14
main_0,sub_0_16,deep_0_16_25,8
main_0,sub_0_16,deep_0_16_26,16
main_0,sub_0_16,deep_0_16_27,16
main_0,sub_0_16,deep_0_16_28,14
main_0,sub_0_16,deep_0_16_29,8
main_0,sub_0_16,deep_0_16_3,6
main_0,sub_0_16,deep_0_16_30,4
main_0,sub_0_16,deep_0_16_31,18
main_0,sub_0_16,deep_0_16_32,14
main_0,sub_0_16,deep_0_16_33,4
main_0,sub_0_16,deep_0_16_34,2
main_0,sub_0_16,deep_0_16_35,12
main_0,sub_0_16,deep_0_16_36,18
main_0,sub_0_16,deep_0_16_37,14
main_0,sub_0_16,deep_0_16_38,8
main_0,sub_0_16,deep_0_16_39,14
main_0,sub_0_16,deep_0_16_4,10
main_0,sub_0_16,deep_0_16_40,12
main_0,sub_0_16,deep_0_16_41,10
main_0,sub_0_16,deep_0_16_42,6
main_0,sub_0_16,deep_0_16_43,4
main_0,sub_0_16,deep_0_16_44,2
main_0,sub_0_16,deep_0_16_45,8
main_0,sub_0_16,deep_0_16_46,14
main_0,sub_0_16,deep_0_16_47,18
main_0,sub_0_16,deep_0_16_48,18
main_0,sub_0_16,deep_0_16_49,12
main_0,sub_0_16,deep_0_16_5,6
main_0,sub_0_16,deep_0_16_6,18
main_0,sub_0_16,deep_0_16_7,8
main_0,sub_0_16,deep_0_16_8,4
main_0,sub_0_16,deep_0_16_9,14
main_0,sub_0_17,deep_0_17_0,4
main_0,sub_0_17,deep_0_17_1,6
main_0,sub_0_17,deep_0_17_10,2
main_0,sub_0_17,deep_0_17_11,14
main_0,sub_0_17,deep_0_17_12,4
main_0,sub_0_17,deep_0_17_13,14
main_0,sub_0_17,deep_0_17_14,2
main_0,sub_0_17,deep_0_17_15,6
main_0,sub_0_17,deep_0_17_16,6
main_0,sub_0_17,deep_0_17_17,16
main_0,sub_0_17,deep_0_17_18,18
main_0,sub_0_17,deep_0_17_19,18
main_0,sub_0_17,deep_0_17_2,18
main_0,sub_0_17,deep_0_17_20,18
main_0,sub_0_17,deep_0_17_21,16
main_0,sub_0_17,deep_0_17_22,14
main_0,sub_0_17,deep_0_17_23,18
main_0,sub_0_17,deep_0_17_24,8
main_0,sub_0_17,deep_0_17_25,16
main_0,sub_0_17,deep_0_17_26,12
main_0,sub_0_17,deep_0_17_27,8
main_0,sub_0_17,deep_0_17_28,18
main_0,sub_0_17,deep_0_17_29,14
main_0,sub_0_17,deep_0_17_3,4
main_0,sub_0_17,deep_0_17_30,12
main_0,sub_0_17,deep_0_17_31,6
main_0,sub_0_17,deep_0_17_32,10
main_0,sub_0_17,deep_0_17_33,14
main_0,sub_0_17,deep_0_17_34,10
main_0,sub_0_17,deep_0_17_35,14
main_0,sub_0_17,deep_0_17_36,4
main_0,sub_0_17,deep_0_17_37,12
main_0,sub_0_17,deep_0_17_38,16
main_0,sub_0_17,deep_0_17_39,12
main_0,sub_0_17,deep_0_17_4,2
main_0,sub_0_17,deep_0_17_40,16
main_0,sub_0_17,deep_0_17_41,8
main_0,sub_0_17,deep_0_17_42,12
main_0,sub_0_17,deep_0_17_43,16
main_0,sub_0_17,deep_0_17_44,4
main_0,sub_0_17,deep_0_17_45,14
main_0,sub_0_17,deep_0_17_46,2
main_0,sub_0_17,deep_0_17_47,14
main_0,sub_0_17,deep_0_17_48,8
main_0,sub_0_17,deep_0_17_49,8
main_0,sub_0_17,deep_0_17_5,14
main_0,sub_0_17,deep_0_17_6,10
main_0,sub_0_17,deep_0_17_7,16
main_0,sub_0_17,deep_0_17_8,12
main_0,sub_0_17,deep_0_17_9,2
main_0,sub_0_18,deep_0_18_0,16
main_0,sub_0_18,deep_0_18_1,16
main_0,sub_0_18,deep_0_18_10,6
main_0,sub_0_18,deep_0_18_11,8
main_0,sub_0_18,deep_0_18_12,2
main_0,sub_0_18,deep_0_18_13,14
main_0,sub_0_18,deep_0_18_14,8
main_0,sub_0_18,deep_0_18_15,6
main_0,sub_0_18,deep_0_18_16,18
main_0,sub_0_18,deep_0_18_17,16
main_0,sub_0_18,deep_0_18_18,10
main_0,sub_0_18,deep_0_18_19,2
main_0,sub_0_18,deep_0_18_2,2
main_0,sub_0_18,deep_0_18_20,18
main_0,sub_0_18,deep_0_18_21,14
main_0,sub_0_18,deep_0_18_22,14
main_0,sub_0_18,deep_0_18_23,8
main_0,sub_0_18,deep_0_18_24,10
main_0,sub_0_18,deep_0_18_25,8
main_0,sub_0_18,deep_0_18_26,8
main_0,sub_0_18,deep_0_18_27,4
main_0,sub_0_18,deep_0_18_28,8
main_0,sub_0_18,deep_0_18_29,12
main_0,sub_0_18,deep_0_18_3,2
main_0,sub_0_18,deep_0_18_30,16
main_0,sub_0_18,deep_0_18_31,12
main_0,sub_0_18,deep_0_18_32,10
main_0,sub_0_18,deep_0_18_33,4
main_0,sub_0_18,deep_0_18_34,6
main_0,sub_0_18,deep_0_18_35,16
main_0,sub_0_18,deep_0_18_36,6
main_0,sub_0_18,deep_0_18_37,16
main_0,sub_0_18,deep_0_18_38,8
main_0,sub_0_18,deep_0_18_39,18
main_0,sub_0_18,deep_0_18_4,12
main_0,sub_0_18,deep_0_18_40,4
main_0,sub_0_18,deep_0_18_41,16
main_0,sub_0_18,deep_0_18_42,16
main_0,sub_0_18,deep_0_18_43,6
main_0,sub_0_18,deep_0_18_44,2
main_0,sub_0_18,deep_0_18_45,4
main_0,sub_0_18,deep_0_18_46,18
main_0,sub_0_18,deep_0_18_47,12
main_0,sub_0_18,deep_0_18_48,16
main_0,sub_0_18,deep_0_18_49,12
main_0,sub_0_18,deep_0_18_5,18
main_0,sub_0_18,deep_0_18_6,6
main_0,sub_0_18,deep_0_18_7,18
main_0,sub_0_18,deep_0_18_8,18
main_0,sub_0_18,deep_0_18_9,8
main_0,sub_0_19,deep_0_19_0,6
main_0,sub_0_19,deep_0_19_1,16
main_0,sub_0_19,deep_0_19_10,6
main_0,sub_0_19,deep_0_19_11,16
main_0,sub_0_19,deep_0_19_12,6
main_0,sub_0_19,deep_0_19_13,6
main_0,sub_0_19,deep_0_19_14,14
main_0,sub_0_19,deep_0_19_15,8
main_0,sub_0_19,deep_0_19_16,2
main_0,sub_0_19,deep_0_19_17,8
main_0,sub_0_19,deep_0_19_18,18
main_0,sub_0_19,deep_0_19_19,6
main_0,sub_0_19,deep_0_19_2,10
main_0,sub_0_19,deep_0_19_20,4
main_0,sub_0_19,deep_0_19_21,4
main_0,sub_0_19,deep_0_19_22,4
main_0,sub_0_19,deep_0_19_23,10
main_0,sub_0_19,deep_0_19_24,14
main_0,sub_0_19,deep_0_19_25,18
main_0,sub_0_19,deep_0_19_26,16
main_0,sub_0_19,deep_0_19_27,14
main_0,sub_0_19,deep_0_19_28,4
main_0,sub_0_19,deep_0_19_29,4
main_0,sub_0_19,deep_0_19_3,14
main_0,sub_0_19,deep_0_19_30,6
main_0,sub_0_19,deep_0_19_31,16
main_0,sub_0_19,deep_0_19_32,14
main_0,sub_0_19,deep_0_19_33,4
main_0,sub_0_19,deep_0_19_34,8
main_0,sub_0_19,deep_0_19_35,14
main_0,sub_0_19,deep_0_19_36,18
main_0,sub_0_19,deep_0_19_37,10
main_0,sub_0_19,deep_0_19_38,4
main_0,sub_0_19,deep_0_19_39,12
main_0,sub_0_19,deep_0_19_4,12
main_0,sub_0_19,deep_0_19_40,4
main_0,sub_0_19,deep_0_19_41,2
main_0,sub_0_19,deep_0_19_42,2
main_0,sub_0_19,deep_0_19_43,12
main_0,sub_0_19,deep_0_19_44,6
main_0,sub_0_19,deep_0_19_45,4
main_0,sub_0_19,deep_0_19_46,18
main_0,sub_0_19,deep_0_19_47,18
main_0,sub_0_19,deep_0_19_48,6
main_0,sub_0_19,deep_0_19_49,18
main_0,sub_0_19,deep_0_19_5,16
main_0,sub_0_19,deep_0_19_6,2
main_0,sub_0_19,deep_0_19_7,16
main_0,sub_0_19,deep_0_19_8,4
main_0,sub_0_19,deep_0_19_9,4
main_0,sub_0_2,deep_0_2_0,18
main_0,sub_0_2,deep_0_2_1,6
main_0,sub_0_2,deep_0_2_10,2
main_0,sub_0_2,deep_0_2_11,4
main_0,sub_0_2,deep_0_2_12,4
main_0,sub_0_2,deep_0_2_13,8
main_0,sub_0_2,deep_0_2_14,14
main_0,sub_0_2,deep_0_2_15,10
main_0,sub_0_2,deep_0_2_16,4
main_0,sub_0_2,deep_0_2_17,12
main_0,sub_0_2,deep_0_2_18,2
main_0,sub_0_2,deep_0_2_19,18
main_0,sub_0_2,deep_0_2_2,18
main_0,sub_0_2,deep_0_2_20,8
main_0,sub_0_2,deep_0_2_21,10
main_0,sub_0_2,deep_0_2_22,18
main_0,sub_0_2,deep_0_2_23,14
main_0,sub_0_2,deep_0_2_24,10
main_0,sub_0_2,deep_0_2_25,10
main_0,sub_0_2,deep_0_2_26,4
main_0,sub_0_2,deep_0_2_27,10
main_0,sub_0_2,deep_0_2_28,2
main_0,sub_0_2,deep_0_2_29,8
main_0,sub_0_2,deep_0_2_3,6
main_0,sub_0_2,deep_0_2_30,8
main_0,sub_0_2,deep_0_2_31,2
main_0,sub_0_2,deep_0_2_32,10
main_0,sub_0_2,deep_0_2_33,16
main_0,sub_0_2,deep_0_2_34,8
main_0,sub_0_2,deep_0_2_35,4
main_0,sub_0_2,deep_0_2_36,18
main_0,sub_0_2,deep_0_2_37,8
main_0,sub_0_2,deep_0_2_38,8
main_0,sub_0_2,deep_0_2_39,14
